Noise Power,Integration Time
0.0027897210286150073,0.01
0.0026149469598154883,1.02
0.002473543027674762,2.03
0.002337433813629671,3.04
0.0022123462534062166,4.05
0.002100432677527533,5.06
0.0019984556914741988,6.07
0.0019019116096801899,7.08
0.001807473134782145,8.09
0.0017151894773468192,9.1
0.0016265464501778106,10.11
0.0015418512552757544,11.12
0.0014605218162964347,12.13
0.001381871070460815,13.14
0.0013056974295195915,14.15
0.0012322125407201623,15.16
0.0011620156667560399,16.17
0.0010952806462207903,17.180000000000003
0.0010319216356936222,18.19
0.0009715331855942754,19.200000000000003
0.0009138546019485246,20.21
0.0008585739576546795,21.220000000000002
0.0008054594552384512,22.23
0.0007544404258837067,23.240000000000002
0.0007055543362248104,24.250000000000004
0.0006587613763355348,25.26
0.0006140928921451568,26.270000000000003
0.0005716382273392823,27.28
0.0005314508438050069,28.290000000000003
0.0004935516343449125,29.3
0.0004577766663227054,30.310000000000002
0.0004239991232222382,31.32
0.00039218102451613274,32.33
0.00036226909668754027,33.339999999999996
0.0003342458474450591,34.35
0.0003080928034622749,35.36
0.0002837744527072749,36.37
0.0002612848727519957,37.379999999999995
0.000240655252870904,38.39
0.00022197959000096247,39.4
0.00020534622215931527,40.41
0.00019068917109248219,41.42
0.00017777937643682253,42.43
0.0001663836793130976,43.44
0.00015636678131551344,44.449999999999996
0.0001475914157789865,45.46
0.00013985942186045352,46.47
0.00013294326932103946,47.48
0.00012672997367769114,48.49
0.00012123063562558583,49.5
0.00011644042940658963,50.51
0.0001122876795927132,51.519999999999996
0.00010864763251316719,52.53
0.00010540647446117513,53.54
0.00010255896122812985,54.55
0.00010015578335605946,55.559999999999995
9.81977005715939e-05,56.57
9.663353523833839e-05,57.58
9.541162775425134e-05,58.589999999999996
9.452214713146763e-05,59.6
9.393468623519094e-05,60.61
9.354377825370177e-05,61.62
9.320520068653156e-05,62.629999999999995
9.280638218117667e-05,63.64
9.227836864877288e-05,64.65
9.157857065689947e-05,65.66000000000001
9.068109771417256e-05,66.67
8.956198518359713e-05,67.68
8.820550615620664e-05,68.69000000000001
8.660796854410392e-05,69.7
8.476668815065614e-05,70.71000000000001
8.26971046176863e-05,71.72
8.041619337598216e-05,72.73
7.791440495634217e-05,73.74000000000001
7.518710890274659e-05,74.75
7.223345612524056e-05,75.76
6.906619802571619e-05,76.77000000000001
6.570831856654686e-05,77.78
6.217738423190761e-05,78.79
5.850317562352543e-05,79.80000000000001
5.472298474021028e-05,80.81
5.08732946841434e-05,81.82000000000001
4.6982956405273444e-05,82.83000000000001
4.308302627602705e-05,83.84
3.918912104467583e-05,84.85000000000001
3.5312755905051216e-05,85.86
3.146376175702844e-05,86.87
2.7671834538885923e-05,87.88000000000001
2.397655056240941e-05,88.89
2.0421536162463954e-05,89.9
1.7042046000222054e-05,90.91000000000001
1.386358074052758e-05,91.92
1.0911044134695242e-05,92.93
8.227077196501694e-06,93.94000000000001
5.862521148757847e-06,94.95
3.854258090942245e-06,95.96000000000001
2.2285533230276013e-06,96.97000000000001
1.012926306396564e-06,97.98
2.517987799514993e-07,98.99000000000001
4.4466186209466404e-10,100.0
