Grating,Wavelength,Detector Voltage
1,0.300017,-0.005920860686782702
1,0.400025,-0.00725558567023711
1,0.500014,-0.007900961002948178
1,0.600022,-0.007548507627161031
1,0.70003,-0.0088086369034437
1,0.800028,-0.006635055339344264
1,0.900025,-0.004958394059008242
1,1.000015,-0.0034766601356557196
1,1.100007,-0.002992701597208907
1,1.200004,-0.004184708834102935
1,1.300009,-0.0038311294347857933
